#,Date,"Full Range, μS/cm (LGR S/N: 10104851_10662795_duplicate_duplicate_21113608, SEN S/N: 10104851)","Temp, °C (LGR S/N: 10104851_10662795_duplicate_duplicate_21113608, SEN S/N: 10104851)",Specific_Conductance
6534,4/18/2022 18:00,52.6,15.04,1567.2
6535,4/18/2022 18:15,51.8,14.43,1566.8
6536,4/18/2022 18:30,51.9,13.99,1587.2
6537,4/18/2022 18:45,51.9,13.6,1602.9
6538,4/18/2022 19:00,51.1,13.31,1589.8
6539,4/18/2022 19:15,50,13.07,1565.1
6540,4/18/2022 19:30,48.5,12.86,1526.4
6541,4/18/2022 19:45,47.3,12.63,1497.4
6542,4/18/2022 20:00,46.2,12.44,1469.8
6543,4/18/2022 20:15,44.6,12.25,1425.9
6544,4/18/2022 20:30,43.9,12.07,1410
6545,4/18/2022 20:45,43.1,11.93,1389.4
6546,4/18/2022 21:00,41.9,11.78,1356
6547,4/18/2022 21:15,40.8,11.62,1326
6548,4/18/2022 21:30,39.6,11.5,1291
6549,4/18/2022 21:45,38.9,11.4,1271.6
6550,4/18/2022 22:00,38.1,11.29,1249
6551,4/18/2022 22:15,37.3,11.21,1225.4
6552,4/18/2022 22:30,36.6,11.11,1205.6
6553,4/18/2022 22:45,35.8,11,1182.7
6554,4/18/2022 23:00,34.7,10.9,1149.4
6555,4/18/2022 23:15,33.5,10.81,1112.3
6556,4/18/2022 23:30,32.7,10.74,1087.8
6557,4/18/2022 23:45,32.3,10.66,1076.8
6558,4/19/2022 0:00,31.6,10.56,1056.3
6559,4/19/2022 0:15,30.4,10.46,1018.9
